pmid,title,abstract,authors,journal,journal_abbr,year,doi,keywords,mesh_terms
37850740,Establishing Chronic Toxicity Effect Levels for Zebrafish (Danio rerio) Exposed to Perfluorooctane Sulfonate.,"Zebrafish (Danio rerio) are among the aquatic species most sensitive to perfluorooctane sulfonate (PFOS). Environmental regulatory agencies and researchers use effect benchmarks from laboratory zebrafish PFOS toxicity studies in PFOS-spiked water to calculate PFOS aquatic life criteria. Threshold values as low as 0.7 µg/L (identified in an early, limited scope study) have been used in criteria derivation and site-specific aquatic ecological risk assessments. The present study reviews PFOS effects benchmarks for lethality, growth, and reproduction endpoints from more than 20 zebrafish toxicity studies, including a recent multigenerational study conducted by the United States Army Corps of Engineers Engineer Research & Development Center. Our review of 12 key studies examining long-term, chronic exposures (including multigenerational exposures of 300 days or more) indicated that 0.7 µg/L should not be used as a conservative screening threshold given that effects could not be repeated at this concentration by the recent enhanced multigenerational study. Based on this finding and multiple chronic sublethal studies on PFOS in zebrafish, chronic effects on lethality, growth, and reproduction occur at concentrations two orders of magnitude higher than 0.7 µg/L. Overall, the present review indicates a no-effect screening level of 31 µg/L and a low-effect screening level of 96 µg/L should be used to develop PFOS aquatic life criteria and to inform site-specific ecological risk assessments that are charged with evaluating risks to freshwater fish. Environ Toxicol Chem 2024;43:7-18. © 2023 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",Pandelides Zacharias; Arblaster Jennifer; Conder Jason,Environmental toxicology and chemistry,Environ Toxicol Chem,2024,10.1002/etc.5768,(PFOS); Aquatic toxicology; Chronic toxicity; Perfluoroalkyl substance (PFAS); Perfluorooctane sulfonate; Risk assessment; Zebrafish,"Animals; Zebrafish; Alkanesulfonic Acids; Reproduction; Fluorocarbons; Perciformes; Water Pollutants, Chemical"
40570396,Mitochondrial and inflammatory dysfunctions underlie perfluorooctane sulfonic acid (PFOS)-induced neurotoxicity in adult zebrafish.,"Perfluorooctane sulfonic acid (PFOS) is a persistent environmental contaminant widely detected in aquatic ecosystems and associated with neurotoxicity. However, the mechanisms underlying its neurological effects remain unclear. This study investigated acute and chronic neurotoxic effects of PFOS in adult zebrafish (Danio rerio), focusing on behavioral alterations, mitochondrial dysfunction, neuroinflammation, and histological abnormalities in different brain regions. Adult zebrafish were exposed to PFOS at 0.1, 1, and 10 μM for 30 min (acute) and 14 days (chronic). Behavioral assays evaluated exploration, social preference, and aggression. High-resolution respirometry assessed brain mitochondrial functionality, while gene expression and histological analyses examined markers of neuroinflammation, neural plasticity, and cell death after chronic exposure. Acute exposure showed no significant behavioral changes but trends of reduced exploration and aggression. Chronic exposure at 10 μM significantly reduced aggression. Mitochondrial respirometry revealed contrasting effects between acute and chronic exposures: acute PFOS resulted in increased oxidative phosphorylation capacity and bioenergetic efficiency, while chronic exposure impaired oxidative phosphorylation, bioenergetic efficiency, and electron transport chain activity. Gene expression supported dysregulation in mitochondrial dynamics, with mffa and mfn1a downregulated. Additionally, inflammation-related genes (il6, il10) and apoptosis/neural activation-related genes (casp3a, cyc1, fosaa, egr1) were altered. Histopathological evaluation showed neuronal vacuolation, architectural disorganization, cell damage, and increased inflammation in telencephalon, optic tectum, and cerebellum reinforcing neurotoxicity. Our findings indicate mitochondrial dysfunction and inflammatory dysregulation are key events underlying PFOS-induced neurotoxicity in adult zebrafish. Given the environmental persistence and bioaccumulative nature of PFOS, further research is needed to assess long-term neurotoxic risks and develop mitigation strategies.",de Macedo Gabriel Teixeira; Claro Mariana Torri; Ferreira Sabrina Antunes; Loreto Julia Sepel; Ajayi Babajide Oluwaseun,The Science of the total environment,Sci Total Environ,2025,10.1016/j.scitotenv.2025.179972,Brain; Environmental toxicology; Immune dysregulation; Mitochondrial dynamics; PFOS; Zebrafish,"Animals; Fluorocarbons; Zebrafish; Alkanesulfonic Acids; Water Pollutants, Chemical; Mitochondria; Neurotoxicity Syndromes; Brain; Inflammation; Behavior, Animal"
41436509,Identifying toxicological effects of perfluoroalkyl and polyfluoroalkyl substances exposure on osteoarthritis.,"Perfluoroalkyl and polyfluoroalkyl substances (PFAS) pose a significant challenge due to their persistence, bioaccumulation, and multi-system toxicity. Their impact on degenerative diseases, particularly osteoarthritis (OA), remains understudied, necessitating comprehensive toxicity assessment. Multiple databases identified targets between PFAS and OA. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment analyses were performed to elucidate the underlying mechanisms. Machine learning further screened targets, and molecular docking confirmed strong binding affinities between PFAS and core targets. 31 targets between PFAS and OA were identified through the multiple databases, with GO analysis revealing enrichment in inflammatory response, nuclear receptor activity, and oxidative stress. KEGG pathway enrichment analyses implicated PI3K-Akt, interleukin-17 (IL-17), and peroxisome proliferator-activated receptor (PPAR) signaling in cartilage homeostasis disruption. Machine learning further identified nine hub genes, and molecular docking confirmed strong binding affinities between PFAS and these core targets. RT-qPCR analyses indicated that PFAS may exacerbate OA via the following mechanisms: impairing ABCB1-mediated detoxification, antagonizing ESR1-mediated cartilage protection, down-regulating FGFR2 to suppress chondrocyte survival, and inhibiting DNMT1-mediated methylation to disrupt chondrocyte phenotypic stability. This study provides new insights into the potential impact of PFAS on OA and highlights the need for further investigation.",Hou Zhenxing; Gao Yanzheng,Scientific reports,Sci Rep,2025,10.1038/s41598-025-28013-6,Machine learning; Molecular docking; Network toxicology; Osteoarthritis; PFAS; PFOS,Osteoarthritis; Humans; Molecular Docking Simulation; Fluorocarbons; Signal Transduction; Gene Ontology; Environmental Pollutants
38146916,Assessing Contamination Profiles in Livers from Road-Killed Owls.,"Raptors are recognized as valuable sentinel species for monitoring environmental contaminants owing to their foraging behavior across terrestrial and aquatic food webs and their high trophic position. The present study monitored environmental contaminants in livers from road-killed owls to evaluate differences in the exposure patterns due to factors such as species, age, and sex of individuals. Carcasses of road-killed individuals of eagle owl (Bubo bubo), long-eared owl (Asio otus), little owl (Athene noctua), tawny owl (Strix aluco), and barn owl (Tyto alba) were collected in Alentejo (Portugal). Eighty-one organic contaminants were analyzed, including organochlorine pesticides (OCPs), per- and polyfluoroalkyl substances (PFAS), polychlorinated biphenyls (PCBs), polycyclic aromatic hydrocarbons (PAHs), pharmaceuticals, in-use pesticides, and organophosphate esters (OPEs). Overall, 21 contaminants were detected. In all species ∑OCPs were prevalent at concentrations from 3.24 to 4480 ng/g wet weight, followed by perfluorooctane sulfonic acid (PFOS), the only PFASs detected (from 2.88 to 848 ng/g wet wt) and ∑PCBs (1.98-2010 ng/g wet wt); ∑PAHs were ubiquitous but detected at the lowest concentrations (7.35-123 ng/g wet wt). Differences among species were observed according to principal component analysis. Eagle owl and long-eared owl presented the highest levels of ∑OCPs, ∑PCBs, and PFOS, consistent with its higher trophic position, while ∑PAHs prevailed in tawny owl, barn owl, and little owl, related to their frequent use of urban areas for nesting and roadsides for hunting. Adults presented higher concentrations of ∑OCPs and ∑PCBs than juveniles, while no differences were observed for PFOS and ∑PAHs. Pharmaceuticals, in-use pesticides, and OPEs were not detected. Overall, the present study shows specific contamination patterns in five species with similar diet but with differences in habitat preferences. Environ Toxicol Chem 2024;43:821-832. © 2023 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",Dulsat-Masvidal Maria; Lourenço Rui; Mateo Rafael; Lacorte Silvia,Environmental toxicology and chemistry,Environ Toxicol Chem,2024,10.1002/etc.5816,Biomonitoring; Birds; Contaminants; Organic contaminants; Wildlife toxicology,"Humans; Animals; Adult; Strigiformes; Polychlorinated Biphenyls; Pesticides; Hydrocarbons, Chlorinated; Liver; Pharmaceutical Preparations; Environmental Monitoring; Fluorocarbons; Alkanesulfonic Acids"
40737503,A systems toxicology approach implicates post-transcriptional regulatory networks in reproductive defects from PFAS exposure.,"Per- and polyfluoroalkyl substances (PFAS) are highly persistent in the environment and widespread in consumer products, environmental media, and biological samples. However, limited toxicology data exist for many of the over 15,000 chemicals belonging to the PFAS family. Data are particularly lacking for exposures during germ cell development, which can have consequences for later-life fecundity. Here, we leverage the tractability of the model organism Caenorhabditis elegans to compare a ""legacy"" PFAS, i.e. perfluorooctane sulfonic acid (PFOS), with a chlorinated ether analog, 6:2 chlorinated polyfluoroalkyl ether sulfonic acid (6:2 Cl-PFESA). We consistently observed negative effects of both PFOS and 6:2 Cl-PFESA on germ cell numbers along with increases in germline apoptosis and defective meiotic progression. These cellular observations corresponded with increases in embryonic lethality in offspring from developmentally exposed adults. Messenger RNA and small RNA sequencing revealed a clear signature of perturbation of the non-coding RNA-mediated germline regulatory network consistent with observed ex vivo disruption of P granules, liquid-like assemblages of RNA, and protein. Remarkably, we identified a strong gene-environment interaction between PFOS and 6:2 Cl-PFESA with another liquid-like structure, the synaptonemal complex (SC); syp3(OK758) hypomorphic mutants exhibited near-complete embryonic lethality with PFAS exposure. Thus, while performed at relatively high concentrations to ensure robust effect detection, our mechanistic findings provide a foundation for understanding the reproductive toxicity of PFAS across exposure scenarios. Altogether, our data show that the impacts of PFAS on germ cell development and function are associated with perturbation of liquid-like condensates, suggesting that PFAS physicochemical properties may contribute to their pleiotropic effects on biological systems.",Bline Abigail P; Jiang Hui; Levenson Max; Allard Patrick,Toxicological sciences : an official journal of the Society of Toxicology,Toxicol Sci,2025,10.1093/toxsci/kfaf111,PFAS; biological condensates; germ cells; reproduction; toxicogenomics,Animals; Fluorocarbons; Caenorhabditis elegans; Alkanesulfonic Acids; Reproduction; Germ Cells; Gene Regulatory Networks; Environmental Pollutants; Apoptosis
39894319,Evaluation of the causal effects of perfluorooctanesulfonate on COVID-19 and its associated mechanisms: Integrated Mendelian randomization and network toxicology analyses.,"Observational reports have suggested that exposure to perfluorooctanesulfonate (PFOS) can influence COVID-19 infection-related parameters. This study thus sought to use integrated Mendelian randomization (MR) and network toxicology approaches to clarify the potential causal link between PFOS exposure and COVID-19 severity and the molecular mechanisms underlying this relationship. Inverse-variance-weighted analyses highlighted a causal link between plasma PFOS concentrations and a greater risk of sCOVID-19 (OR 1.293, 95 % CI 1.077-1.552, p = 0.006), but not of SARS-CoV-2 infection (p = 0.257) or COVID-19 hospitalization (p = 0.516). No causal link between PFOS concentration and sCOVID-19 was found by reverse MR. In total, 65 targets were tentatively linked to the relationship between PFOS exposure and sCOVID-19. GO and KEGG analyses highlighted involvement in pathways associated with kinase activity, inflammatory responses, and epithelial and endothelial cell migration. In molecular docking analyses, PFOS was confirmed to readily bind to all five analyzed core targets (IL10, ALB, NOTCH1, PPARG, and NFE2L2). These results suggest that PFOS exposure is causally linked to sCOVID-19 risk, while also offering promising insights into the mechanisms that may underlie this association and candidate targets for treatments aimed at limiting the negative effects of PFOS on COVID-19 severity.",Tao Wenting; Chen Liang,Toxicology letters,Toxicol Lett,2025,10.1016/j.toxlet.2025.01.008,Mendelian randomization; Network toxicology; Perfluorooctanesulfonate; Severe COVID-19,Alkanesulfonic Acids; Humans; Fluorocarbons; COVID-19; Mendelian Randomization Analysis; Molecular Docking Simulation; SARS-CoV-2; Environmental Pollutants
37741269,Serum albumin mitigated perfluorooctane sulfonate-induced cytotoxicity by affecting the cellular responses.,"During the wide applications of perfluorinated materials such as perfluorooctane sulfonate (PFOS) in commercial and industrial products, the potential toxicity of these engineered compounds has attracted more and more attention. As a typical environmental pollutant, PFOS could preferentially bind to albumin protein in vivo. However, the role of protein-PFOS interactions in the cytotoxicity of PFOS was not stressed enough. Herein, we investigated the interactions of PFOS with human serum albumin (HSA, the most abundant protein in human plasma) using both experimental and theoretical approaches. It was demonstrated that PFOS could mainly bind to the Sudlow site I of HSA to generate HSA-PFOS complex through hydrogen bonds and van der Waals forces. Toxicity assays with endothelial cells illustrated that the binding of HSA could significantly attenuate the intracellular uptake and subcellular distribution of PFOS, thereby inhibiting the formation of reactive oxygen species and toxicity for those HSA-bound PFOS. Similarly, the presence of fetal bovine serum in the cell culture media greatly reduced PFOS-caused cytotoxicity. Conclusively, our study reveals that the binding of albumin protein to PFOS could mitigate its toxicity by the modulation of cellular responses. The formation of protein-complexed contaminants would significantly reduce the bioavailability of these chemicals and subsequently mitigate their environmental toxicology to the human health.",Yang Ya-Di; Li Jia-Xin; Lu Naihao; Tian Rong,Biophysical chemistry,Biophys Chem,2023,10.1016/j.bpc.2023.107110,Cytotoxicity; Interaction; Perfluorooctane sulfonate; Serum albumin,"Alkanesulfonic Acids; Fluorocarbons; Humans; Serum Albumin, Human; Cell Survival; Reactive Oxygen Species; Animals; Human Umbilical Vein Endothelial Cells; Serum Albumin; Protein Binding"
41043219,Microbiota modulates compound-specific toxicity of environmental chemicals: A multi-omics analysis in zebrafish embryos.,"Interactions between gut microbiota and environmental chemicals critically influence toxicological outcomes, yet mechanistic insights remain limited. Here, we combine developmental toxicity with full-length 16S rRNA gene sequencing, transcriptomic, and metabolomic analyses in germ-free (GF) and conventionally colonized wild-type (WT) zebrafish embryos to elucidate the microbiota's role in modulating chemical toxicity. Using representative compounds from major classes of environmental contaminants, we show that microbial presence significantly alters toxicity profiles in a compound-specific manner. The perfluorinated contaminant PFOS (perfluorooctanesulfonic acid) induced the strongest microbiota-dependent effects, with a greater number of differentially expressed genes in WT embryos and pronounced changes in immune and stress-related pathways. The pesticide boscalid and bisphenol F elicited distinct microbiota-modulated transcriptional and metabolic responses. Gene network analysis identified baseline microbial regulation of immune and metabolic programs, while metabolomics showed PFOS-dependent changes in L-tryptophan and its microbe-associated metabolites, including inosine, indoxyl sulfate and indole acetaldehyde, exclusively in WT embryos. These findings establish a mechanistically grounded framework for microbiota-chemical interactions and highlight the importance of integrating microbiome context into environmental health assessments.",Gugescu Lydia; Yang Ying; Kool Judy Fabienne; Fyhrquist Nanna; Wincent Emma,Environment international,Environ Int,2025,10.1016/j.envint.2025.109828,Environmental toxicology; Germ-free model; Microbiome-chemical interactions; Multi-omics integration; Zebrafish embryos,"Animals; Zebrafish; Gastrointestinal Microbiome; Embryo, Nonmammalian; Environmental Pollutants; Fluorocarbons; Transcriptome; Microbiota; Metabolomics; RNA, Ribosomal, 16S; Multiomics"
41463487,Multi-Organ Toxicity of Combined PFOS/PS Exposure and Its Application in Network Toxicology.,"Perfluorooctane sulfonate (PFOS) has been widely utilized in products such as cotton textiles, hydraulic oils, coatings, pharmaceuticals, cosmetics, etc. Now it is widely distributed in various environmental media, wildlife, and human bodies. Polystyrene (PS) as a kind of plastics, their products under the physical, chemical, and biological decomposition in the environment are widely distributed in the air, soil, oceans, surface water, and sediments. However, PS and PFOS often coexist in the environment, making the study of their combined exposure mechanisms more aligned with actual conditions. This research integrates network toxicology and molecular biology techniques to predict the toxicity and common differentially expressed gene enrichment pathways of PFOS and PS. This study investigates the toxic effects of combined exposure to PFOS and PS on the mouse growth and development, immune functions, and other aspects. Additionally, it delves into the expression differences in various genes in mice after stimulation by PFOS and PS, the pathological changes in multiple organs, and the toxic effects on organs such as the liver, kidneys, and intestines. The results reveal that combined exposure to PFOS and PS does not significantly damage the kidney but leads to morphological damage in the liver and intestinal tissues, reduced antioxidant capacity, and the occurrence of inflammation. Based on the network toxicology findings, it is hypothesized that during combined exposure to PFOS and PS, the exacerbation of inflammatory responses further mediates the reduction in antioxidant capacity and the intensification of oxidative stress, ultimately resulting in tissue damage. This study provides innovative theoretical and research directions for the detection and prevention of combined exposure to PFOS and PS, offering a new paradigm for toxicological research, with significant theoretical and practical implications.",Liu Qi; Ma Xianghui; Liu Jiaming; Liu Yan,Biology,Biology (Basel),2025,10.3390/biology14121714,PFOS; PS; inflammation; molecular docking; network toxicology; oxidative stress,
37059384,Investigating fatty liver disease-associated adverse outcome pathways of perfluorooctane sulfonate using a systems toxicology approach.,"Adverse outcome pathway (AOP) frameworks help elucidate toxic mechanisms and support chemical regulation. AOPs link a molecular initiating event (MIE), key events (KEs), and an adverse outcome by key event relationships (KERs), which assess the biological plausibility, essentiality, and empirical evidence involved. Perfluorooctane sulfonate (PFOS), a hazardous poly-fluoroalkyl substance, demonstrates hepatotoxicity in rodents. PFOS may induce fatty liver disease (FLD) in humans; however, the underlying mechanism remains unclear. In this study, we evaluated the toxic mechanisms of PFOS-associated FLD by developing an AOP using publicly available data. We identified MIE and KEs by performing GO enrichment analysis on PFOS- and FLD-associated target genes collected from public databases. The MIEs and KEs were then prioritized by PFOS-gene-phenotype-FLD networks, AOP-helpFinder, and KEGG pathway analyses. Following a comprehensive literature review, an AOP was then developed. Finally, six KEs for the AOP of FLD were identified. This AOP indicated that toxicological processes initiated by SIRT1 inhibition led to SREBP-1c activation, de novo fatty acid synthesis, and fatty acid and triglyceride accumulation, culminating in liver steatosis. Our study provides insights into the toxic mechanism of PFOS-induced FLD and suggests approaches to assessing the risk of toxic chemicals.",Kim Moosoo; Kim Sang Heon; Choi Jun Yeong; Park Yong Joo,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,Food Chem Toxicol,2023,10.1016/j.fct.2023.113781,Adverse outcome pathway; Fatty liver disease; Perfluorooctane sulfonate; SIRT1,"Humans; Adverse Outcome Pathways; Databases, Factual; Non-alcoholic Fatty Liver Disease; Phenotype; Risk Assessment; Fluorocarbons; Alkanesulfonic Acids"
38501493,"Per- and Polyfluoroalkyl Substances in Water (2008-2022) and Fish (2015-2022) in The Netherlands: Spatiotemporal Trends, Fingerprints, Mass Discharges, Sources, and Bioaccumulation Factors.","Per- and polyfluoroalkyl substances (PFAS) are persistent, bioaccumulative, and toxic synthetic chemicals of concern, which have been detected in nearly all environmental compartments. The present study provides a data analysis on PFAS concentrations in the Dutch inland and coastal national waters and fish sampled from 2008 to 2022 and 2015 to 2022, respectively. Although the fish database is relatively small, the water database is unique because of its temporal dimension. It appears that PFAS are omnipresent in Dutch water and fish, with relatively small spatial differences in absolute and relative concentrations (fingerprints) and few obvious temporal trends. Only perfluorooctanoic acid and perfluorooctanesulfonic acid (PFOS) aqueous concentrations in the rivers Rhine and Scheldt have substantially decreased since 2012. Still, PFOS concentrations exceed the European water quality standards at all and fish standards at many locations. Masses of PFAS entering the country and the North Sea are roughly 3.5 tonnes/year. Generally, the data suggest that most PFAS enter the Dutch aquatic environment predominantly through diffuse sources, yet several major point sources of specific PFAS were identified using fingerprints and monthly concentration profiles as identification tools. Finally, combining concentrations in fish and water, 265 bioaccumulation factors were derived, showing no statistically significant differences between freshwater and marine fish. Overall, the analysis provides new insights into PFAS bioaccumulation and spatiotemporal trends, mass discharges, and sources in The Netherlands. Environ Toxicol Chem 2024;43:965-975. © 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",Jonker Michiel T O,Environmental toxicology and chemistry,Environ Toxicol Chem,2024,10.1002/etc.5846,Bioaccumulation; Contaminants of emerging concern; Fate and transport; Perfluoroalkyl substance; Perfluorooctane sulfonate,"Netherlands; Water Pollutants, Chemical; Fluorocarbons; Fishes; Animals; Environmental Monitoring; Alkanesulfonic Acids; Bioaccumulation; Rivers; Caprylates"
40697017,"Commentary on ""Mechanistic insights into PFOS-induced inflammatory bowel disease: a network toxicology and molecular docking study"".",,Hu Xiaolin; Xiang Ze; Zhu Hua,"International journal of surgery (London, England)",Int J Surg,2025,10.1097/JS9.0000000000002947,,
40958282,Machine learning and SHAP-based identification of RNASE1 linking environmental endocrine-disrupting chemicals exposure to atherosclerosis.,"Environmental endocrine-disrupting chemicals (EDCs) are ubiquitous pollutants implicated in cardiometabolic disorders, yet their mechanistic contribution to atherosclerosis (AS) remains elusive. Seven prevalent EDCs - bisphenol A, dibutyl phthalate, di(2-ethylhexyl) phthalate, dioxins, polychlorinated biphenyls (PCBs), perfluorooctanoic acid and PFOS - were selected. Network toxicology integrated ChEMBL, STITCH and SwissTargetPrediction to compile human EDCs targets. Differentially expressed genes were derived from 3 Gene Expression Omnibus AS datasets after batch correction. Key genes were filtered by least absolute shrinkage and selection operator regression and support vector machine-recursive feature elimination (SVM-RFE) and intersected with EDCs targets. Diagnostic performance was evaluated by receiver operating characteristic analysis; functional relevance was assessed by KEGG-GSEA, and feature importance was quantified with SHapley Additive exPlanations (SHAP). A total of 1294 nonredundant EDCs target genes were enriched in lipid and AS and endocrine resistance pathways (FDR < 0.05). From 789 AS differentially expressed genes, least absolute shrinkage and selection operator and SVM-RFE converged on 11 robust candidates. Intersection with EDCs targets pinpointed NTRK3 and RNASE1. Receiver operating characteristic analysis yielded AUCs of 0.777 and 0.859, respectively, with a combined AUC of 0.871. GSEA indicated enrichment of cytokine/chemokine and NOD-like receptor signaling for both genes. SHAP scores highlighted RNASE1 as the dominant predictor (mean SHAP = 0.215), whereas NTRK3 contributed modestly (mean SHAP = 0.005). RNASE1 and NTRK3 were identified as key molecular links between endocrine-disrupting chemical exposure and AS. Among them, RNASE1 was revealed as a novel and dominant predictor, highlighting its unique mechanistic role and potential clinical utility in environmental cardiovascular risk stratification and targeted prevention.",Zhou Xin; Xiao Qilu; Guo Xin; Wang Weinan; Huang Mingdeng,Medicine,Medicine (Baltimore),2025,10.1097/MD.0000000000044567,LASSO regression; RFE; SHAP; SVM; atherosclerosis; endocrine-disrupting chemicals,Humans; Endocrine Disruptors; Atherosclerosis; Machine Learning; Environmental Pollutants; Environmental Exposure; Fluorocarbons; Support Vector Machine
38752651,Considerations and challenges in support of science and communication of fish consumption advisories for per- and polyfluoroalkyl substances.,"Federal, state, tribal, or local entities in the United States issue fish consumption advisories (FCAs) as guidance for safer consumption of locally caught fish containing contaminants. Fish consumption advisories have been developed for commonly detected compounds such as mercury and polychlorinated biphenyls. The existing national guidance does not specifically address the unique challenges associated with bioaccumulation and consumption risk related to per- and polyfluoroalkyl substances (PFAS). As a result, several states have derived their own PFAS-related consumption guidelines, many of which focus on one frequently detected PFAS, known as perfluorooctane sulfonic acid (PFOS). However, there can be significant variation between tissue concentrations or trigger concentrations (TCs) of PFOS that support the individual state-issued FCAs. This variation in TCs can create challenges for risk assessors and risk communicators in their efforts to protect public health. The objective of this article is to review existing challenges, knowledge gaps, and needs related to issuing PFAS-related FCAs and to provide key considerations for the development of protective fish consumption guidance. The current state of the science and variability in FCA derivation, considerations for sampling and analytical methodologies, risk management, risk communication, and policy challenges are discussed. How to best address PFAS mixtures in the development of FCAs, in risk assessment, and establishment of effect thresholds remains a major challenge, as well as a source of uncertainty and scrutiny. This includes developments better elucidating toxicity factors, exposures to PFAS mixtures, community fish consumption behaviors, and evolving technology and analytical instrumentation, methods, and the associated detection limits. Given the evolving science and public interests informing PFAS-related FCAs, continued review and revision of FCA approaches and best practices are vital. Nonetheless, consistent, widely applicable, PFAS-specific approaches informing methods, critical concentration thresholds, and priority compounds may assist practitioners in PFAS-related FCA development and possibly reduce variability between states and jurisdictions. Integr Environ Assess Manag 2024;20:1839-1858. © 2024 The Author(s). Integrated Environmental Assessment and Management published by Wiley Periodicals LLC on behalf of Society of Environmental Toxicology & Chemistry (SETAC).",Petali Jonathan Michael; Pulster Erin L; McCarthy Christopher; Pickard Heidi M; Sunderland Elsie M,Integrated environmental assessment and management,Integr Environ Assess Manag,2024,10.1002/ieam.4947,Fish consumption advisories; Fish sampling; PFAS; Risk assessment; Risk communication,"Fluorocarbons; Animals; Risk Assessment; Fishes; Food Contamination; Water Pollutants, Chemical; Alkanesulfonic Acids; Humans; Environmental Monitoring; United States; Seafood"
34774661,"Per- and poly-fluoroalkyl substances (PFAS) and female reproductive outcomes: PFAS elimination, endocrine-mediated effects, and disease.","Per- and poly-fluoroalkyl substances (PFAS) are widespread environmental contaminants frequently detected in drinking water supplies worldwide that have been linked to a variety of adverse reproductive health outcomes in women. Compared to men, reproductive health effects in women are generally understudied while global trends in female reproduction rates are declining. Many factors may contribute to the observed decline in female reproduction, one of which is environmental contaminant exposure. PFAS have been used in home, food storage, personal care and industrial products for decades. Despite the phase-out of some legacy PFAS due to their environmental persistence and adverse health effects, alternative, short-chain and legacy PFAS mixtures will continue to pollute water and air and adversely influence women's health. Studies have shown that both long- and short-chain PFAS disrupt normal reproductive function in women through altering hormone secretion, menstrual cyclicity, and fertility. Here, we summarize the role of a variety of PFAS and PFAS mixtures in female reproductive tract dysfunction and disease. Since these chemicals may affect reproductive tissues directly or indirectly through endocrine disruption, the role of PFAS in breast, thyroid, and hypothalamic-pituitary-gonadal axis function are also discussed as the interplay between these tissues may be critical in understanding the long-term reproductive health effects of PFAS in women. A major research gap is the need for mechanism of action data - the targets for PFAS in the female reproductive and endocrine systems are not evident, but the effects are many. Given the global decline in female fecundity and the ability of PFAS to negatively impact female reproductive health, further studies are needed to examine effects on endocrine target tissues involved in the onset of reproductive disorders of women.",Rickard Brittany P; Rizvi Imran; Fenton Suzanne E,Toxicology,Toxicology,2022,10.1016/j.tox.2021.153031,Endocrine disruption; Environmental contaminants; Female reproduction; PFAS,"Endocrine Disruptors; Endocrine System Diseases; Environmental Exposure; Environmental Pollutants; Female; Fertility; Humans; Hydrocarbons, Fluorinated; Infertility, Female; Menstrual Cycle; Pregnancy; Pregnancy Complications; Prognosis; Reproduction; Risk Assessment; Risk Factors"
39181731,Per- and polyfluoroalkyl substances as persistent pollutants with metabolic and endocrine-disrupting impacts.,"The widespread use of per- and polyfluoroalkyl substances (PFASs), and their resistance to degradation, renders human exposure to them inevitable. PFAS exposure disturbs endocrine function, potentially affecting cognitive development in newborns through thyroid dysfunction during pregnancy. Recent studies reveal varying male and female reproductive toxicity across PFAS classes, with alternative analogs affecting sperm parameters and legacy PFASs correlating with conditions like endometriosis. Metabolically, PFASs exposure is linked to metabolic disorders, including obesity, type 2 diabetes mellitus (T2DM), dyslipidemia, and liver toxicity, particularly in early childhood. This review focuses on the endocrine-disrupting impact of PFASs, particularly on fertility, thyroid, and metabolic functions. We highlight the complexity of the PFAS issue, given the large number of molecules and their extremely diverse mixed effects.",Gaillard Lucas; Barouki Robert; Blanc Etienne; Coumoul Xavier; Andréau Karine,Trends in endocrinology and metabolism: TEM,Trends Endocrinol Metab,2025,10.1016/j.tem.2024.07.021,PFAS; endocrine disruption; human health; metabolism impairment; toxicity,Humans; Endocrine Disruptors; Fluorocarbons; Animals; Female; Pregnancy; Environmental Pollutants; Male; Persistent Organic Pollutants; Environmental Exposure
36274037,Environmental toxicants and placental function.,"The placenta is a temporary endocrine organ that facilitates gas, nutrient, and waste exchange between maternal and fetal compartments, partially shielding the fetus from potentially hazardous environmental toxicants. However, rather than being ""opaque"", the placenta is translucent or even transparent to some potential fetal developmental hazards, including toxic trace elements (TEs), perfluoroalkyl and polyfluoroalkyl substances (PFAS), and environmental phenols (EPs) to which women with pregnancy are frequently exposed. These agents are both passively and actively transferred to the fetal compartment, where endocrine disruption, oxidative stress, and epigenetic changes may occur. These pathologies may directly impact the fetus or deposit and accumulate in the placenta to indirectly impact fetal development. Thus, it is critical for clinicians to understand the potential placental toxicity and transfer of widely distributed environmental agents ubiquitous during pregnancy. With such knowledge, targeted interventions and clinical recommendations can be developed to limit those risks.",Bloom Michael S; Varde Meghana; Newman Roger B,Best practice & research. Clinical obstetrics & gynaecology,Best Pract Res Clin Obstet Gynaecol,2022,10.1016/j.bpobgyn.2022.09.003,Environmental phenols; Metals; Parabens; Perfluoroalkyl and polyfluoroalkyl substances; Placenta; Reproductive toxicity,Pregnancy; Female; Humans; Placenta; Fetal Development; Fetus; Phenols; Maternal-Fetal Exchange
41348362,PFAS Exposure and Endocrine Disruption Among Women.,This cross-sectional study investigates the association between perfluoroalkyl and polyfluoroalkyl substances (PFAS) exposure and endocrine disruption among US women.,Ripon Rezaul Karim; Hossain Md Jamil; Volquez Mayra; Meda-Monzon Elizabeth; Saunik Sujata,JAMA network open,JAMA Netw Open,2025,10.1001/jamanetworkopen.2025.39425,,
